delta,lam,ell,a,m_det,class,margin
11,22|10|4|3|2|2|1,7,446,455425,silent,454979
11,22|10|4|2|2|2|2,7,209,107969,silent,107760
11,22|10|3|3|3|2|1,7,58,161079,silent,161021
11,22|10|3|3|2|2|2,7,68,91173,silent,91105
11,22|9|9|1|1|1|1,7,6,11651,silent,11645
11,22|9|8|2|1|1|1,7,96,105331,silent,105235
11,22|9|7|3|1|1|1,7,273,323037,silent,322764
11,22|9|7|2|2|1|1,7,336,291708,silent,291372
11,22|9|6|4|1|1|1,7,345,455375,silent,455030
11,22|9|6|3|2|1|1,7,737,869308,silent,868571
11,22|9|6|2|2|2|1,7,454,356487,silent,356033
11,22|9|5|5|1|1|1,7,200,230146,silent,229946
11,22|9|5|4|2|1|1,7,751,929887,silent,929136
11,22|9|5|3|3|1|1,7,404,680025,silent,679621
11,22|9|5|3|2|2|1,7,706,863187,silent,862481
11,22|9|5|2|2|2|2,7,233,183994,silent,183761
11,22|9|4|4|3|1|1,7,295,491342,silent,491047
11,22|9|4|4|2|2|1,7,440,523319,silent,522879
11,22|9|4|3|3|2|1,7,252,595194,silent,594942
11,22|9|4|3|2|2|2,7,248,314362,silent,314114
11,22|9|3|3|3|3|1,7,7,98925,silent,98918
11,22|9|3|3|3|2|2,7,21,121997,silent,121976
11,22|8|8|3|1|1|1,7,114,134514,silent,134400
11,22|8|8|2|2|1|1,7,113,120454,silent,120341
11,22|8|7|4|1|1|1,7,264,347424,silent,347160
11,22|8|7|3|2|1|1,7,519,640270,silent,639751
11,22|8|7|2|2|2|1,7,295,257468,silent,257173
11,22|8|6|5|1|1|1,7,241,344859,silent,344618
11,22|8|6|4|2|1|1,7,770,1100749,silent,1099979
11,22|8|6|3|3|1|1,7,426,751829,silent,751403
11,22|8|6|3|2|2|1,7,706,941360,silent,940654
11,22|8|6|2|2|2|2,7,244,194133,silent,193889
11,22|8|5|5|2|1|1,7,435,596046,silent,595611
11,22|8|5|4|3|1|1,7,607,1074286,silent,1073679
11,22|8|5|4|2|2|1,7,746,1101339,silent,1100593
11,22|8|5|3|3|2|1,7,407,1012594,silent,1012187
11,22|8|5|3|2|2|2,7,313,512865,silent,512552
11,22|8|4|4|4|1|1,7,138,255283,silent,255145
11,22|8|4|4|3|2|1,7,373,780583,silent,780210
11,22|8|4|4|2|2|2,7,252,327759,silent,327507
11,22|8|4|3|3|3|1,7,47,331632,silent,331585
11,22|8|4|3|3|2|2,7,96,401006,silent,400910
11,22|8|3|3|3|3|2,7,1,88739,silent,88738
11,22|7|7|5|1|1|1,7,124,170283,silent,170159
11,22|7|7|4|2|1|1,7,370,505754,silent,505384
11,22|7|7|3|3|1|1,7,167,335708,silent,335541
11,22|7|7|3|2|2|1,7,288,416697,silent,416409
11,22|7|7|2|2|2|2,7,66,82893,silent,82827
11,22|7|6|6|1|1|1,7,59,110566,silent,110507
11,22|7|6|5|2|1|1,7,419,670823,silent,670404
11,22|7|6|4|3|1|1,7,498,970779,silent,970281
11,22|7|6|4|2|2|1,7,620,982341,silent,981721
11,22|7|6|3|3|2|1,7,323,845820,silent,845497
11,22|7|6|3|2|2|2,7,251,422122,silent,421871
11,22|7|5|5|3|1|1,7,315,612625,silent,612310
11,22|7|5|5|2|2|1,7,301,581390,silent,581089
11,22|7|5|4|4|1|1,7,272,494611,silent,494339
11,22|7|5|4|3|2|1,7,571,1386906,silent,1386335
11,22|7|5|4|2|2|2,7,274,554497,silent,554223
11,22|7|5|3|3|3|1,7,75,468213,silent,468138
11,22|7|5|3|3|2|2,7,141,558031,silent,557890
11,22|7|4|4|4|2|1,7,202,381262,silent,381060
11,22|7|4|4|3|3|1,7,91,402062,silent,401971
11,22|7|4|4|3|2|2,7,162,457957,silent,457795
11,22|7|4|3|3|3|2,7,11,252842,silent,252831
11,22|7|3|3|3|3|3,7,0,-1,a0,
11,22|6|6|6|2|1|1,7,53,125063,silent,125010
11,22|6|6|5|3|1|1,7,182,398302,silent,398120
11,22|6|6|5|2|2|1,7,207,376677,silent,376470
11,22|6|6|4|4|1|1,7,111,266653,silent,266542
11,22|6|6|4|3|2|1,7,292,730609,silent,730317
11,22|6|6|4|2|2|2,7,181,291254,silent,291073
11,22|6|6|3|3|3|1,7,36,230342,silent,230306
11,22|6|6|3|3|2|2,7,57,272846,silent,272789
11,22|6|5|5|4|1|1,7,129,264627,silent,264498
11,22|6|5|5|3|2|1,7,200,585941,silent,585741
11,22|6|5|5|2|2|2,7,61,214696,silent,214635
11,22|6|5|4|4|2|1,7,225,533425,silent,533200
11,22|6|5|4|3|3|1,7,120,529792,silent,529672
11,22|6|5|4|3|2|2,7,165,591491,silent,591326
11,22|6|5|3|3|3|2,7,19,262903,silent,262884
11,22|6|4|4|4|3|1,7,74,203497,silent,203423
11,22|6|4|4|4|2|2,7,100,188783,silent,188683
11,22|6|4|4|3|3|2,7,25,248615,silent,248590
11,22|6|4|3|3|3|3,7,0,-1,a0,
11,22|5|5|5|5|1|1,7,12,30918,silent,30906
11,22|5|5|5|4|2|1,7,44,159089,silent,159045
11,22|5|5|5|3|3|1,7,32,130242,silent,130210
11,22|5|5|5|3|2|2,7,24,139845,silent,139821
11,22|5|5|4|4|3|1,7,51,158979,silent,158928
11,22|5|5|4|4|2|2,7,30,142585,silent,142555
11,22|5|5|4|3|3|2,7,28,183001,silent,182973
11,22|5|5|3|3|3|3,7,0,-1,a0,
11,22|5|4|4|4|4|1,7,23,34340,silent,34317
11,22|5|4|4|4|3|2,7,28,94260,silent,94232
11,22|5|4|4|3|3|3,7,0,-1,a0,
11,22|4|4|4|4|4|2,7,14,9948,silent,9934
11,22|4|4|4|4|3|3,7,0,-1,a0,
11,21|18|1|1|1|1|1,7,0,-1,a0,
11,21|17|2|1|1|1|1,7,0,-1,a0,
11,21|16|3|1|1|1|1,7,0,-1,a0,
11,21|16|2|2|1|1|1,7,0,-1,a0,
11,21|15|4|1|1|1|1,7,0,-1,a0,
11,21|15|3|2|1|1|1,7,9,11319,silent,11310
11,21|15|2|2|2|1|1,7,11,4418,silent,4407
11,21|14|5|1|1|1|1,7,8,16215,silent,16207
11,21|14|4|2|1|1|1,7,34,39466,silent,39432
11,21|14|3|3|1|1|1,7,28,25019,silent,24991
11,21|14|3|2|2|1|1,7,60,30937,silent,30877
11,21|14|2|2|2|2|1,7,39,7525,silent,7486
11,21|13|6|1|1|1|1,7,16,29623,silent,29607
11,21|13|5|2|1|1|1,7,100,96244,silent,96144
11,21|13|4|3|1|1|1,7,103,108337,silent,108234
11,21|13|4|2|2|1|1,7,179,109840,silent,109661
11,21|13|3|3|2|1|1,7,111,85881,silent,85770
11,21|13|3|2|2|2|1,7,134,50311,silent,50177
11,21|13|2|2|2|2|2,7,41,6920,silent,6879
11,21|12|7|1|1|1|1,7,29,41837,silent,41808
11,21|12|6|2|1|1|1,7,164,169424,silent,169260
11,21|12|5|3|1|1|1,7,274,272735,silent,272461
11,21|12|5|2|2|1|1,7,358,256843,silent,256485
11,21|12|4|4|1|1|1,7,117,141019,silent,140902
11,21|12|4|3|2|1|1,7,409,372923,silent,372514
11,21|12|4|2|2|2|1,7,334,172577,silent,172243
11,21|12|3|3|3|1|1,7,76,102815,silent,102739
11,21|12|3|3|2|2|1,7,164,142812,silent,142648
11,21|12|3|2|2|2|2,7,112,43282,silent,43170
11,21|11|8|1|1|1|1,7,30,43317,silent,43287
11,21|11|7|2|1|1|1,7,218,219844,silent,219626
11,21|11|6|3|1|1|1,7,412,460627,silent,460215
11,21|11|6|2|2|1|1,7,517,420895,silent,420378
11,21|11|5|4|1|1|1,7,388,431791,silent,431403
11,21|11|5|3|2|1|1,7,871,887523,silent,886652
11,21|11|5|2|2|2|1,7,547,374784,silent,374237
11,21|11|4|4|2|1|1,7,457,503147,silent,502690
11,21|11|4|3|3|1|1,7,302,456806,silent,456504
11,21|11|4|3|2|2|1,7,602,597393,silent,596791
11,21|11|4|2|2|2|2,7,244,139228,silent,138984
11,21|11|3|3|3|2|1,7,87,209411,silent,209324
11,21|11|3|3|2|2|2,7,99,118070,silent,117971
11,21|10|9|1|1|1|1,7,21,28225,silent,28204
11,21|10|8|2|1|1|1,7,180,193470,silent,193290
11,21|10|7|3|1|1|1,7,470,534507,silent,534037
11,21|10|7|2|2|1|1,7,537,480160,silent,479623
11,21|10|6|4|1|1|1,7,561,718761,silent,718200
11,21|10|6|3|2|1|1,7,1174,1359561,silent,1358387
11,21|10|6|2|2|2|1,7,690,553192,silent,552502
11,21|10|5|5|1|1|1,7,313,355581,silent,355268
11,21|10|5|4|2|1|1,7,1151,1418238,silent,1417087
11,21|10|5|3|3|1|1,7,651,1030074,silent,1029423
11,21|10|5|3|2|2|1,7,1071,1301439,silent,1300368
11,21|10|5|2|2|2|2,7,347,274614,silent,274267
11,21|10|4|4|3|1|1,7,453,735386,silent,734933
11,21|10|4|4|2|2|1,7,651,778598,silent,777947
11,21|10|4|3|3|2|1,7,399,879460,silent,879061
11,21|10|4|3|2|2|2,7,361,460759,silent,460398
11,21|10|3|3|3|3|1,7,18,143721,silent,143703
11,21|10|3|3|3|2|2,7,33,176526,silent,176493
11,21|9|9|2|1|1|1,7,79,78677,silent,78598
11,21|9|8|3|1|1|1,7,310,368490,silent,368180
11,21|9|8|2|2|1|1,7,348,328746,silent,328398
11,21|9|7|4|1|1|1,7,573,728332,silent,727759
11,21|9|7|3|2|1|1,7,1079,1324898,silent,1323819
11,21|9|7|2|2|2|1,7,571,526938,silent,526367
11,21|9|6|5|1|1|1,7,477,661232,silent,660755
11,21|9|6|4|2|1|1,7,1492,2070122,silent,2068630
11,21|9|6|3|3|1|1,7,792,1398221,silent,1397429
11,21|9|6|3|2|2|1,7,1282,1740612,silent,1739330
11,21|9|6|2|2|2|2,7,374,351899,silent,351525
11,21|9|5|5|2|1|1,7,764,1078563,silent,1077799
11,21|9|5|4|3|1|1,7,1096,1913530,silent,1912434
11,21|9|5|4|2|2|1,7,1291,1948660,silent,1947369
11,21|9|5|3|3|2|1,7,748,1775335,silent,1774587
11,21|9|5|3|2|2|2,7,536,890911,silent,890375
11,21|9|4|4|4|1|1,7,262,444425,silent,444163
11,21|9|4|4|3|2|1,7,642,1340302,silent,1339660
11,21|9|4|4|2|2|2,7,370,554693,silent,554323
11,21|9|4|3|3|3|1,7,92,561835,silent,561743
11,21|9|4|3|3|2|2,7,189,676629,silent,676440
11,21|9|3|3|3|3|2,7,4,145745,silent,145741
11,21|8|8|4|1|1|1,7,219,310021,silent,309802
11,21|8|8|3|2|1|1,7,430,557731,silent,557301
11,21|8|8|2|2|2|1,7,235,221273,silent,221038
11,21|8|7|5|1|1|1,7,396,553265,silent,552869
11,21|8|7|4|2|1|1,7,1091,1598650,silent,1597559
11,21|8|7|3|3|1|1,7,575,1049086,silent,1048511
11,21|8|7|3|2|2|1,7,873,1294495,silent,1293622
11,21|8|7|2|2|2|2,7,240,256075,silent,255835
11,21|8|6|6|1|1|1,7,157,289276,silent,289119
11,21|8|6|5|2|1|1,7,1021,1660762,silent,1659741
11,21|8|6|4|3|1|1,7,1193,2341746,silent,2340553
11,21|8|6|4|2|2|1,7,1430,2351996,silent,2350566
11,21|8|6|3|3|2|1,7,784,1997161,silent,1996377
11,21|8|6|3|2|2|2,7,559,986456,silent,985897
11,21|8|5|5|3|1|1,7,703,1367055,silent,1366352
11,21|8|5|5|2|2|1,7,658,1289833,silent,1289175
11,21|8|5|4|4|1|1,7,551,1081400,silent,1080849
11,21|8|5|4|3|2|1,7,1221,2993023,silent,2991802
11,21|8|5|4|2|2|2,7,583,1185025,silent,1184442
11,21|8|5|3|3|3|1,7,188,991053,silent,990865
11,21|8|5|3|3|2|2,7,293,1173493,silent,1173200
11,21|8|4|4|4|2|1,7,388,786287,silent,785899
11,21|8|4|4|3|3|1,7,192,821245,silent,821053
11,21|8|4|4|3|2|2,7,318,927978,silent,927660
11,21|8|4|3|3|3|2,7,31,502508,silent,502477
11,21|8|3|3|3|3|3,7,0,-1,a0,
11,21|7|7|6|1|1|1,7,122,179753,silent,179631
11,21|7|7|5|2|1|1,7,501,824268,silent,823767
11,21|7|7|4|3|1|1,7,551,1088878,silent,1088327
11,21|7|7|4|2|2|1,7,589,1081893,silent,1081304
11,21|7|7|3|3|2|1,7,338,899242,silent,898904
11,21|7|7|3|2|2|2,7,209,437925,silent,437716
11,21|7|6|6|2|1|1,7,290,552256,silent,551966
11,21|7|6|5|3|1|1,7,711,1583236,silent,1582525
11,21|7|6|5|2|2|1,7,732,1478082,silent,1477350
11,21|7|6|4|4|1|1,7,477,1024454,silent,1023977
11,21|7|6|4|3|2|1,7,1041,2742963,silent,2741922
11,21|7|6|4|2|2|2,7,495,1068684,silent,1068189
11,21|7|6|3|3|3|1,7,149,842335,silent,842186
11,21|7|6|3|3|2|2,7,247,991303,silent,991056
11,21|7|5|5|4|1|1,7,354,808214,silent,807860
11,21|7|5|5|3|2|1,7,590,1759707,silent,1759117
11,21|7|5|5|2|2|2,7,203,637813,silent,637610
11,21|7|5|4|4|2|1,7,597,1542338,silent,1541741
11,21|7|5|4|3|3|1,7,350,1510757,silent,1510407
11,21|7|5|4|3|2|2,7,445,1671042,silent,1670597
11,21|7|5|3|3|3|2,7,65,722008,silent,721943
11,21|7|4|4|4|3|1,7,183,529891,silent,529708
11,21|7|4|4|4|2|2,7,185,483021,silent,482836
11,21|7|4|4|3|3|2,7,82,633725,silent,633643
11,21|7|4|3|3|3|3,7,0,-1,a0,
11,21|6|6|6|3|1|1,7,108,310322,silent,310214
11,21|6|6|6|2|2|1,7,149,284811,silent,284662
11,21|6|6|5|4|1|1,7,208,546107,silent,545899
11,21|6|6|5|3|2|1,7,385,1160283,silent,1159898
11,21|6|6|5|2|2|2,7,172,418765,silent,418593
11,21|6|6|4|4|2|1,7,322,845084,silent,844762
11,21|6|6|4|3|3|1,7,163,804984,silent,804821
11,21|6|6|4|3|2|2,7,246,888249,silent,888003
11,21|6|6|3|3|3|2,7,23,357157,silent,357134
11,21|6|5|5|5|1|1,7,66,172587,silent,172521
11,21|6|5|5|4|2|1,7,243,845764,silent,845521
11,21|6|5|5|3|3|1,7,149,673121,silent,672972
11,21|6|5|5|3|2|2,7,137,719073,silent,718936
11,21|6|5|4|4|3|1,7,211,763210,silent,762999
11,21|6|5|4|4|2|2,7,192,681990,silent,681798
11,21|6|5|4|3|3|2,7,108,845398,silent,845290
11,21|6|5|3|3|3|3,7,4,169365,silent,169361
11,21|6|4|4|4|4|1,7,65,126492,silent,126427
11,21|6|4|4|4|3|2,7,85,340879,silent,340794
11,21|6|4|4|3|3|3,7,2,165315,silent,165313
11,21|5|5|5|5|2|1,7,22,103666,silent,103644
11,21|5|5|5|4|3|1,7,52,239080,silent,239028
11,21|5|5|5|4|2|2,7,23,205466,silent,205443
11,21|5|5|5|3|3|2,7,31,211402,silent,211371
11,21|5|5|4|4|4|1,7,30,101243,silent,101213
11,21|5|5|4|4|3|2,7,46,267492,silent,267446
11,21|5|5|4|3|3|3,7,9,123460,silent,123451
11,21|5|4|4|4|4|2,7,30,64078,silent,64048
11,21|5|4|4|4|3|3,7,8,68923,silent,68915
11,21|4|4|4|4|4|3,7,7,9230,silent,9223
11,20|19|1|1|1|1|1,7,0,-1,a0,
11,20|18|2|1|1|1|1,7,0,-1,a0,
11,20|17|3|1|1|1|1,7,0,-1,a0,
11,20|17|2|2|1|1|1,7,0,-1,a0,
11,20|16|4|1|1|1|1,7,2,5520,silent,5518
11,20|16|3|2|1|1|1,7,7,9160,silent,9153
11,20|16|2|2|2|1|1,7,7,3518,silent,3511
11,20|15|5|1|1|1|1,7,7,14460,silent,14453
11,20|15|4|2|1|1|1,7,32,35119,silent,35087
11,20|15|3|3|1|1|1,7,25,22174,silent,22149
11,20|15|3|2|2|1|1,7,56,27424,silent,27368
11,20|15|2|2|2|2|1,7,34,6621,silent,6587
11,20|14|6|1|1|1|1,7,20,29170,silent,29150
11,20|14|5|2|1|1|1,7,101,93786,silent,93685
11,20|14|4|3|1|1|1,7,110,105235,silent,105125
11,20|14|4|2|2|1|1,7,169,106184,silent,106015
11,20|14|3|3|2|1|1,7,117,83072,silent,82955
11,20|14|3|2|2|2|1,7,131,48449,silent,48318
11,20|14|2|2|2|2|2,7,46,6738,silent,6692
11,20|13|7|1|1|1|1,7,33,45798,silent,45765
11,20|13|6|2|1|1|1,7,187,183218,silent,183031
11,20|13|5|3|1|1|1,7,303,292149,silent,291846
11,20|13|5|2|2|1|1,7,399,274598,silent,274199
11,20|13|4|4|1|1|1,7,137,150704,silent,150567
11,20|13|4|3|2|1|1,7,452,396230,silent,395778
11,20|13|4|2|2|2|1,7,356,182354,silent,181998
11,20|13|3|3|3|1|1,7,83,108542,silent,108459
11,20|13|3|3|2|2|1,7,182,150515,silent,150333
11,20|13|3|2|2|2|2,7,113,45156,silent,45043
11,20|12|8|1|1|1|1,7,46,54765,silent,54719
11,20|12|7|2|1|1|1,7,273,268656,silent,268383
11,20|12|6|3|1|1|1,7,523,552880,silent,552357
11,20|12|6|2|2|1|1,7,610,503201,silent,502591
11,20|12|5|4|1|1|1,7,472,513018,silent,512546
11,20|12|5|3|2|1|1,7,1062,1049343,silent,1048281
11,20|12|5|2|2|2|1,7,646,441039,silent,440393
11,20|12|4|4|2|1|1,7,537,591396,silent,590859
11,20|12|4|3|3|1|1,7,388,535365,silent,534977
11,20|12|4|3|2|2|1,7,712,697467,silent,696755
11,20|12|4|2|2|2|2,7,295,161750,silent,161455
11,20|12|3|3|3|2|1,7,111,242858,silent,242747
11,20|12|3|3|2|2|2,7,111,136021,silent,135910
11,20|11|9|1|1|1|1,7,34,46137,silent,46103
11,20|11|8|2|1|1|1,7,278,284990,silent,284712
11,20|11|7|3|1|1|1,7,668,745679,silent,745011
11,20|11|7|2|2|1|1,7,763,667919,silent,667156
11,20|11|6|4|1|1|1,7,796,976779,silent,975983
11,20|11|6|3|2|1|1,7,1614,1834683,silent,1833069
11,20|11|6|2|2|2|1,7,903,741514,silent,740611
11,20|11|5|5|1|1|1,7,418,476754,silent,476336
11,20|11|5|4|2|1|1,7,1555,1885497,silent,1883942
11,20|11|5|3|3|1|1,7,876,1362094,silent,1361218
11,20|11|5|3|2|2|1,7,1423,1715113,silent,1713690
11,20|11|5|2|2|2|2,7,426,358167,silent,357741
11,20|11|4|4|3|1|1,7,619,965883,silent,965264
11,20|11|4|4|2|2|1,7,841,1017414,silent,1016573
11,20|11|4|3|3|2|1,7,548,1144397,silent,1143849
11,20|11|4|3|2|2|2,7,459,595407,silent,594948
11,20|11|3|3|3|3|1,7,26,184819,silent,184793
11,20|11|3|3|3|2|2,7,54,226680,silent,226626
11,20|10|10|1|1|1|1,7,18,18202,silent,18184
11,20|10|9|2|1|1|1,7,179,187717,silent,187538
11,20|10|8|3|1|1|1,7,580,672369,silent,671789
11,20|10|8|2|2|1|1,7,601,596789,silent,596188
11,20|10|7|4|1|1|1,7,940,1201942,silent,1201002
11,20|10|7|3|2|1|1,7,1759,2170170,silent,2168411
11,20|10|7|2|2|2|1,7,906,858179,silent,857273
11,20|10|6|5|1|1|1,7,760,1046176,silent,1045416
11,20|10|6|4|2|1|1,7,2297,3234196,silent,3231899
11,20|10|6|3|3|1|1,7,1279,2171965,silent,2170686
11,20|10|6|3|2|2|1,7,1951,2692328,silent,2690377
11,20|10|6|2|2|2|2,7,569,540042,silent,539473
11,20|10|5|5|2|1|1,7,1172,1652414,silent,1651242
11,20|10|5|4|3|1|1,7,1661,2900542,silent,2898881
11,20|10|5|4|2|2|1,7,1923,2941852,silent,2939929
11,20|10|5|3|3|2|1,7,1151,2662757,silent,2661606
11,20|10|5|3|2|2|2,7,781,1327940,silent,1327159
11,20|10|4|4|4|1|1,7,365,663307,silent,662942
11,20|10|4|4|3|2|1,7,947,1986254,silent,1985307
11,20|10|4|4|2|2|2,7,547,816794,silent,816247
11,20|10|4|3|3|3|1,7,162,825130,silent,824968
11,20|10|4|3|3|2|2,7,275,988891,silent,988616
11,20|10|3|3|3|3|2,7,12,209929,silent,209917
11,20|9|9|3|1|1|1,7,231,275001,silent,274770
11,20|9|9|2|2|1|1,7,266,243554,silent,243288
11,20|9|8|4|1|1|1,7,633,852735,silent,852102
11,20|9|8|3|2|1|1,7,1161,1513456,silent,1512295
11,20|9|8|2|2|2|1,7,579,592910,silent,592331
11,20|9|7|5|1|1|1,7,828,1171598,silent,1170770
11,20|9|7|4|2|1|1,7,2249,3325187,silent,3322938
11,20|9|7|3|3|1|1,7,1167,2161844,silent,2160677
11,20|9|7|3|2|2|1,7,1732,2654420,silent,2652688
11,20|9|7|2|2|2|2,7,420,517521,silent,517101
11,20|9|6|6|1|1|1,7,340,569333,silent,568993
11,20|9|6|5|2|1|1,7,1922,3161505,silent,3159583
11,20|9|6|4|3|1|1,7,2237,4388518,silent,4386281
11,20|9|6|4|2|2|1,7,2538,4380470,silent,4377932
11,20|9|6|3|3|2|1,7,1464,3690172,silent,3688708
11,20|9|6|3|2|2|2,7,958,1806376,silent,1805418
11,20|9|5|5|3|1|1,7,1225,2469248,silent,2468023
11,20|9|5|5|2|2|1,7,1164,2319681,silent,2318517
11,20|9|5|4|4|1|1,7,969,1931745,silent,1930776
11,20|9|5|4|3|2|1,7,2128,5295343,silent,5293215
11,20|9|5|4|2|2|2,7,952,2078292,silent,2077340
11,20|9|5|3|3|3|1,7,351,1732459,silent,1732108
11,20|9|5|3|3|2|2,7,541,2043100,silent,2042559
11,20|9|4|4|4|2|1,7,623,1356169,silent,1355546
11,20|9|4|4|3|3|1,7,347,1408766,silent,1408419
11,20|9|4|4|3|2|2,7,512,1581164,silent,1580652
11,20|9|4|3|3|3|2,7,69,846909,silent,846840
11,20|9|3|3|3|3|3,7,0,-1,a0,
11,20|8|8|5|1|1|1,7,347,518757,silent,518410
11,20|8|8|4|2|1|1,7,884,1430759,silent,1429875
11,20|8|8|3|3|1|1,7,511,920975,silent,920464
11,20|8|8|3|2|2|1,7,711,1128086,silent,1127375
11,20|8|8|2|2|2|2,7,214,220420,silent,220206
11,20|8|7|6|1|1|1,7,375,612850,silent,612475
11,20|8|7|5|2|1|1,7,1547,2677753,silent,2676206
11,20|8|7|4|3|1|1,7,1667,3451618,silent,3449951
11,20|8|7|4|2|2|1,7,1809,3414511,silent,3412702
11,20|8|7|3|3|2|1,7,1048,2797656,silent,2796608
11,20|8|7|3|2|2|2,7,639,1354446,silent,1353807
11,20|8|6|6|2|1|1,7,721,1438933,silent,1438212
11,20|8|6|5|3|1|1,7,1731,3929164,silent,3927433
11,20|8|6|5|2|2|1,7,1717,3645307,silent,3643590
11,20|8|6|4|4|1|1,7,1068,2491822,silent,2490754
11,20|8|6|4|3|2|1,7,2415,6594526,silent,6592111
11,20|8|6|4|2|2|2,7,1129,2546480,silent,2545351
11,20|8|6|3|3|3|1,7,388,1990788,silent,1990400
11,20|8|6|3|3|2|2,7,552,2328969,silent,2328417
11,20|8|5|5|4|1|1,7,770,1820586,silent,1819816
11,20|8|5|5|3|2|1,7,1287,3919111,silent,3917824
11,20|8|5|5|2|2|2,7,438,1409199,silent,1408761
11,20|8|5|4|4|2|1,7,1226,3367169,silent,3365943
11,20|8|5|4|3|3|1,7,747,3266160,silent,3265413
11,20|8|5|4|3|2|2,7,928,3593011,silent,3592083
11,20|8|5|3|3|3|2,7,151,1523789,silent,1523638
11,20|8|4|4|4|3|1,7,333,1096817,silent,1096484
11,20|8|4|4|4|2|2,7,363,993629,silent,993266
11,20|8|4|4|3|3|2,7,163,1291153,silent,1290990
11,20|8|4|3|3|3|3,7,5,319426,silent,319421
11,20|7|7|7|1|1|1,7,73,108368,silent,108295
11,20|7|7|6|2|1|1,7,478,896184,silent,895706
11,20|7|7|5|3|1|1,7,830,1975159,silent,1974329
11,20|7|7|5|2|2|1,7,780,1815575,silent,1814795
11,20|7|7|4|4|1|1,7,536,1185154,silent,1184618
11,20|7|7|4|3|2|1,7,1057,3082959,silent,3081902
11,20|7|7|4|2|2|2,7,405,1173701,silent,1173296
11,20|7|7|3|3|3|1,7,171,906262,silent,906091
11,20|7|7|3|3|2|2,7,267,1056571,silent,1056304
11,20|7|6|6|3|1|1,7,525,1376645,silent,1376120
11,20|7|6|6|2|2|1,7,541,1243019,silent,1242478
11,20|7|6|5|4|1|1,7,816,2209490,silent,2208674
11,20|7|6|5|3|2|1,7,1431,4610061,silent,4608630
11,20|7|6|5|2|2|2,7,544,1636152,silent,1635608
11,20|7|6|4|4|2|1,7,1081,3233771,silent,3232690
11,20|7|6|4|3|3|1,7,644,3047745,silent,3047101
11,20|7|6|4|3|2|2,7,812,3328645,silent,3327833
11,20|7|6|3|3|3|2,7,122,1309007,silent,1308885
11,20|7|5|5|5|1|1,7,174,543675,silent,543501
11,20|7|5|5|4|2|1,7,710,2593588,silent,2592878
11,20|7|5|5|3|3|1,7,420,2034697,silent,2034277
11,20|7|5|5|3|2|2,7,426,2161345,silent,2160919
11,20|7|5|4|4|3|1,7,570,2226297,silent,2225727
11,20|7|5|4|4|2|2,7,468,1970961,silent,1970493
11,20|7|5|4|3|3|2,7,316,2414625,silent,2414309
11,20|7|5|3|3|3|3,7,12,467596,silent,467584
11,20|7|4|4|4|4|1,7,132,333271,silent,333139
11,20|7|4|4|4|3|2,7,186,888318,silent,888132
11,20|7|4|4|3|3|3,7,16,424753,silent,424737
11,20|6|6|6|4|1|1,7,135,474993,silent,474858
11,20|6|6|6|3|2|1,7,278,925952,silent,925674
11,20|6|6|6|2|2|2,7,150,322297,silent,322147
11,20|6|6|5|5|1|1,7,126,397975,silent,397849
11,20|6|6|5|4|2|1,7,490,1777914,silent,1777424
11,20|6|6|5|3|3|1,7,254,1357090,silent,1356836
11,20|6|6|5|3|2|2,7,295,1438038,silent,1437743
11,20|6|6|4|4|3|1,7,286,1235180,silent,1234894
11,20|6|6|4|4|2|2,7,309,1092262,silent,1091953
11,20|6|6|4|3|3|2,7,140,1295779,silent,1295639
11,20|6|6|3|3|3|3,7,8,234572,silent,234564
11,20|6|5|5|5|2|1,7,114,583511,silent,583397
11,20|6|5|5|4|3|1,7,255,1287410,silent,1287155
11,20|6|5|5|4|2|2,7,165,1100992,silent,1100827
11,20|6|5|5|3|3|2,7,138,1098801,silent,1098663
11,20|6|5|4|4|4|1,7,138,500624,silent,500486
11,20|6|5|4|4|3|2,7,213,1294770,silent,1294557
11,20|6|5|4|3|3|3,7,30,577811,silent,577781
11,20|6|4|4|4|4|2,7,90,238210,silent,238120
11,20|6|4|4|4|3|3,7,21,252918,silent,252897
11,20|5|5|5|5|3|1,7,28,174531,silent,174503
11,20|5|5|5|5|2|2,7,16,139333,silent,139317
11,20|5|5|5|4|4|1,7,26,170563,silent,170537
11,20|5|5|5|4|3|2,7,45,411953,silent,411908
11,20|5|5|5|3|3|3,7,14,148608,silent,148594
11,20|5|5|4|4|4|2,7,27,191007,silent,190980
11,20|5|5|4|4|3|3,7,26,203601,silent,203575
11,20|5|4|4|4|4|3,7,19,62632,silent,62613
11,20|4|4|4|4|4|4,7,10,4375,silent,4365
11,19|19|2|1|1|1|1,7,0,-1,a0,
11,19|18|3|1|1|1|1,7,0,-1,a0,
11,19|18|2|2|1|1|1,7,0,-1,a0,
11,19|17|4|1|1|1|1,7,0,-1,a0,
11,19|17|3|2|1|1|1,7,5,6027,silent,6022
11,19|17|2|2|2|1|1,7,7,2370,silent,2363
11,19|16|5|1|1|1|1,7,6,10934,silent,10928
11,19|16|4|2|1|1|1,7,25,26477,silent,26452
11,19|16|3|3|1|1|1,7,20,16696,silent,16676
11,19|16|3|2|2|1|1,7,42,20619,silent,20577
11,19|16|2|2|2|2|1,7,26,4971,silent,4945
11,19|15|6|1|1|1|1,7,14,24716,silent,24702
